上传视频,output,flag,username,timestamp
/Users/junyongchen/coding/EmotionDetection_RealTime-master/flagged/上传视频/8d54df5f1451f1e1c88f2977c8c10cba095c3e01/tmp3oat1lg7.mp4,,,,2024-05-03 21:48:46.877499
